"Sample IDs","MPR","MS","TtT","RAF"
"1412_2024.25.WI.001_4",1.11310592459605,0.895272266666666,48,0.0208333333333333
"1413_2024.25.WI.002_4",1.11309523809524,0.757936533333333,48,0.0208333333333333
"1389_2024.25.MN.069_3",1.18035714285714,0.804761866666667,48,0.0208333333333333
"1390_2024.25.MN.070_3",1.12476007677543,0.790786933333333,48,0.0208333333333333
"1391_2024.25.MN.071_3",1.2109375,0.791666666666667,48,0.0208333333333333
"1392_2024.25.MN.072_3",1.21308411214953,0.782554533333333,48,0.0208333333333333
"1393_2024.25.MN.073_3",1.07252747252747,0.527472533333333,48,0.0208333333333333
"1394_2024.25.MN.074_3",1.19475655430712,0.948814,48,0.0208333333333333
"1395_2024.25.MN.075_3",1.1865671641791,0.9179104,48,0.0208333333333333
"1396_2024.25.MN.076_3",1.15442561205273,0.760828666666666,48,0.0208333333333333
"1397_2024.25.MN.077_3",1.18962432915921,0.8968396,48,0.0208333333333333
"1398_2024.25.MN.078_3",1.2174688057041,0.981580533333334,48,0.0208333333333333
"1399_2024.25.MN.079_3",1.15689981096408,0.672967866666667,48,0.0208333333333333
"1400_2024.25.MN.080_3",1.12062256809339,0.2153048,48,0.0208333333333333
"1401_2024.25.MN.081_3",1.16760828625235,0.798493466666667,48,0.0208333333333333
"1402_2024.25.MN.082_3",1.17013232514178,0.743541333333333,48,0.0208333333333333
"1403_2024.25.MN.083_3",1.17272727272727,0.785454533333333,48,0.0208333333333333
"1404_2024.25.MN.084_3",1.1875,0.78125,48,0.0208333333333333
"1405_2024.25.MN.085_3",1.17647058823529,0.729411733333333,48,0.0208333333333333
"1406_2024.25.MN.086_3",1.18864468864469,0.8131868,48,0.0208333333333333
"1407_2024.25.MN.087_3",1.16049382716049,0.666666666666667,48,0.0208333333333333
"1408_2024.25.MN.088_3",1.15925925925926,0.7382716,48,0.0208333333333333
"1409_2024.25.MN.089_3",1.20631970260223,0.889714933333333,48,0.0208333333333333
"1410_2024.25.MN.090_3",1.11641221374046,0.664122133333333,48,0.0208333333333333
"1412_2024.25.WI.001_4",1.15347334410339,0.820678533333333,48,0.0208333333333333
"1413_2024.25.WI.002_4",1.12280701754386,0.884635866666667,48,0.0208333333333333
"1389_2024.25.MN.069_3",1.18197573656846,0.760254133333333,48,0.0208333333333333
"1390_2024.25.MN.070_3",1.14313725490196,0.789542533333333,48,0.0208333333333333
"1391_2024.25.MN.071_3",1.15280464216634,0.719535733333333,48,0.0208333333333333
"1392_2024.25.MN.072_3",1.20450281425891,0.8780488,48,0.0208333333333333
"1393_2024.25.MN.073_3",1.10762331838565,0.571001466666667,48,0.0208333333333333
"1394_2024.25.MN.074_3",1.17836812144213,0.898165733333333,48,0.0208333333333333
"1395_2024.25.MN.075_3",1.15370018975332,0.8247944,48,0.0208333333333333
"1396_2024.25.MN.076_3",1.15925925925926,0.795061733333333,48,0.0208333333333333
"1397_2024.25.MN.077_3",1.16466552315609,0.853058933333333,48,0.0208333333333333
"1398_2024.25.MN.078_3",1.15426497277677,0.854204533333333,48,0.0208333333333333
"1399_2024.25.MN.079_3",1.15909090909091,0.75,48,0.0208333333333333
"1400_2024.25.MN.080_3",1.13373253493014,0.3033932,48,0.0208333333333333
"1401_2024.25.MN.081_3",1.1602787456446,0.8780488,48,0.0208333333333333
"1402_2024.25.MN.082_3",1.14231499051233,0.6375712,48,0.0208333333333333
"1403_2024.25.MN.083_3",1.15799256505576,0.773234266666667,48,0.0208333333333333
"1404_2024.25.MN.084_3",1.13919413919414,0.7594628,48,0.0208333333333333
"1405_2024.25.MN.085_3",1.16007532956685,0.733207733333333,48,0.0208333333333333
"1406_2024.25.MN.086_3",1.15340909090909,0.7323232,48,0.0208333333333333
"1407_2024.25.MN.087_3",1.13967611336032,0.639676133333333,48,0.0208333333333333
"1408_2024.25.MN.088_3",1.15151515151515,0.739898933333333,48,0.0208333333333333
"1409_2024.25.MN.089_3",1.1613475177305,0.8699764,48,0.0208333333333333
"1410_2024.25.MN.090_3",1.12287334593573,0.695652133333333,48,0.0208333333333333
"1412_2024.25.WI.001_4",1.08648648648649,0.8216216,48,0.0208333333333333
"1413_2024.25.WI.002_4",1.10445205479452,0.6621004,48,0.0208333333333333
"1389_2024.25.MN.069_3",1.13735343383585,0.640982666666667,48,0.0208333333333333
"1390_2024.25.MN.070_3",1.16443594646272,0.6755896,48,0.0208333333333333
"1391_2024.25.MN.071_3",1.181640625,0.460937466666667,48,0.0208333333333333
"1392_2024.25.MN.072_3",1.21296296296296,0.7703704,48,0.0208333333333333
"1393_2024.25.MN.073_3",1.06681514476615,0.445434266666667,48,0.0208333333333333
"1394_2024.25.MN.074_3",1.12104283054004,0.7572936,48,0.0208333333333333
"1395_2024.25.MN.075_3",1.15204678362573,0.829109866666667,48,0.0208333333333333
"1396_2024.25.MN.076_3",1.14478764478764,0.7387388,48,0.0208333333333333
"1397_2024.25.MN.077_3",1.19589552238806,0.848258666666667,48,0.0208333333333333
"1398_2024.25.MN.078_3",1.15921288014311,0.8849136,48,0.0208333333333333
"1399_2024.25.MN.079_3",1.12593984962406,0.639097733333333,48,0.0208333333333333
"1400_2024.25.MN.080_3",1.10331384015595,0.283300933333333,48,0.0208333333333333
"1401_2024.25.MN.081_3",1.13787085514834,0.779522933333333,48,0.0208333333333333
"1402_2024.25.MN.082_3",1.11342155009452,0.597353466666667,48,0.0208333333333333
